catalog_number,common_name,scientific_name,photographer,date,year,rating,num_ratings,location
427148171,Blue-rumped Parrot,Psittinus cyanurus,Saravanan Krishnamurthy,2022-03-19,2022,5.0,37,Asia
522492561,Bornean Banded-Pitta,Hydrornis schwaneri,Wai Loon Wong,2022-12-21,2022,5.0,21,Asia
519807861,Surf Scoter,Melanitta perspicillata,Frank Lin,2023-01-02,2023,5.0,54,North America
584587231,Black-throated Gray Warbler,Setophaga nigrescens,Joachim Bertrands | Ornis Birding Expeditions,2023-06-13,2023,5.0,54,North America
625632330,Scissor-tailed Flycatcher,Tyrannus forficatus,Matt Zuro,2024-10-30,2024,5.0,54,North America
65500251,Steller's Sea-Eagle,Haliaeetus pelagicus,Christoph Moning,2017-02-24,2017,5.0,21,Asia
80628291,Chestnut Thrush,Turdus rubrocanus,Ayuwat Jearwattanakanok,2017-12-31,2017,5.0,21,Asia
85111281,Ultramarine Flycatcher,Ficedula superciliaris,Abhishek Das,2016-04-19,2016,5.0,21,Asia
186120601,Sulawesi Dwarf-Kingfisher,Ceyx fallax,Luke Seitz,2019-10-22,2019,5.0,21,Asia
191885071,Scaly-breasted Kingfisher (Scaly-breasted),Actenoides princeps princeps/erythrorhamphus,Ana Paula Oxom,2019-11-03,2019,5.0,21,Asia
204308231,Sulawesi Dwarf-Kingfisher,Ceyx fallax,Holger Teichmann,2018-09-09,2018,5.0,21,Asia
302311551,Black-headed Gull,Chroicocephalus ridibundus,Bosco Chan,2021-01-29,2021,5.0,21,Asia
333250031,Cinnamon Bittern,Botaurus cinnamomeus,Hari K Patibanda,2021-05-02,2021,5.0,21,Asia
334850601,Bar-tailed Lark,Ammomanes cinctura,Metin Tuncer,2021-05-06,2021,5.0,21,Asia
372281591,Western Barn Owl,Tyto alba,Emirhan Başak,2021-09-20,2021,5.0,21,Asia
376979491,Lesser Whistling-Duck,Dendrocygna javanica,Raghavendra  Pai,2021-10-11,2021,5.0,21,Asia
392903971,Syrian Serin,Serinus syriacus,Yoav Perlman,2021-12-03,2021,5.0,21,Asia
409507731,Bluethroat,Luscinia svecica,Vyom Vyas,2022-01-23,2022,5.0,21,Asia
460273511,Eurasian Goshawk,Astur gentilis,Levent Göksoy,2021-10-08,2021,5.0,21,Asia
510194271,Western Sandpiper,Calidris mauri,Ryan Sanderson,2022-11-11,2022,5.0,54,North America
427477501,Merlin,Falco columbarius,Mark Chappell,2017-10-16,2017,5.0,54,North America
361743461,Keel-billed Toucan,Ramphastos sulfuratus,Jaap Velden,2021-02-11,2021,5.0,54,North America
341614621,Semipalmated Plover,Charadrius semipalmatus,Matthew Plante,2021-05-23,2021,5.0,32,North America
536791391,Pine Grosbeak,Pinicola enucleator,Timothy Piranian,2023-02-18,2023,5.0,32,North America
535169211,Ring-necked Duck,Aythya collaris,Anne Inga,2023-02-14,2023,5.0,32,North America
523102481,Northern Pintail,Anas acuta,Matthew Dolkart,2023-01-11,2023,5.0,32,North America
522105501,Burrowing Parakeet,Cyanoliseus patagonus,Marky “Map Mommy” Mutchler,2023-01-08,2023,5.0,32,North America
507562571,Bonaparte's Gull,Chroicocephalus philadelphia,Matt Mason,2022-11-26,2022,5.0,32,North America
474974901,Cape Verde Shearwater,Calonectris edwardsii,Nick Bonomo,2022-08-12,2022,5.0,32,North America
461340301,Lark Sparrow,Chondestes grammacus,Gena Flanigen,2022-06-20,2022,5.0,32,North America
449683831,Northern Pintail,Anas acuta,Matt Misewicz,2022-05-15,2022,5.0,32,North America
438790031,Black-and-white Warbler,Mniotilta varia,Matt Felperin,2022-04-19,2022,5.0,32,North America
368173041,Belted Kingfisher,Megaceryle alcyon,Brad Imhoff,2021-09-09,2021,5.0,32,North America
314893911,Golden-crowned Kinglet,Regulus satrapa,Blair Dudeck,2021-03-07,2021,5.0,32,North America
290896961,Red Crossbill (Northeastern or type 12),Loxia curvirostra (type 12),Michael Stubblefield,2020-12-23,2020,5.0,54,North America
278896991,Mexican Sheartail,Doricha eliza,Luis Trinchan,2020-11-07,2020,5.0,32,North America
263879411,Cape May Warbler,Setophaga tigrina,Nick  Lund,2020-09-18,2020,5.0,32,North America
259803801,Canada Warbler,Cardellina canadensis,Evan Lipton,2020-09-02,2020,5.0,32,North America
172922871,Brewer's Sparrow,Spizella breweri,Darren Clark,2019-08-16,2019,5.0,32,North America
270423061,Curlew Sandpiper,Calidris ferruginea,Sharif Uddin,2020-10-11,2020,5.0,54,North America
519839971,Black-eared Barbet,Psilopogon duvaucelii,John Clough,2023-01-03,2023,5.0,21,Asia
542905001,Fujian Niltava,Niltava davidi,James Eaton,2023-03-04,2023,5.0,22,Asia
549686301,Northern Boobook,Ninox japonica,Andy Lee,2022-07-11,2022,5.0,21,Asia
458201481,Black-chinned Babbler,Cyanoderma pyrrhops,Parmil Kumar,2022-06-10,2022,5.0,21,Asia
503655511,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),Deepak Budhathoki 🦉,2022-11-14,2022,5.0,21,Asia
64797091,Sulphur-bellied Warbler,Phylloscopus griseolus,Craig Brelsford,2017-07-27,2017,5.0,22,Asia
85682551,Bar-backed Partridge,Arborophila brunneopectus,Ian Davies,2017-02-22,2017,5.0,22,Asia
93271981,Desert Finch,Rhodospiza obsoleta,James Kennerley,2018-04-07,2018,5.0,22,Asia
134814031,Sinai Rosefinch,Carpodacus synoicus,Anton Liebermann,2019-01-13,2019,5.0,22,Asia
137348681,Brown-winged Kingfisher,Pelargopsis amauroptera,Mallika Rajasekaran,2019-01-22,2019,5.0,22,Asia
197359051,Snowy-browed Flycatcher,Ficedula hyperythra,Vincent Wang,2017-10-18,2017,5.0,22,Asia
205901211,Yellow-throated Bunting,Emberiza elegans,Sicheng Wan,2018-01-26,2018,5.0,22,Asia
223191001,Reeves's Pheasant,Syrmaticus reevesii,Simon Colenutt,2018-05-03,2018,5.0,22,Asia
224625911,Himalayan Griffon,Gyps himalayensis,Thierry NOGARO,2015-02-15,2015,5.0,22,Asia
465018411,Green Broadbill,Calyptomena viridis,Andaman Kaosung,2022-06-16,2022,5.0,22,Asia
616028106,Yellow-bellied Prinia (Yellow-bellied),Prinia flaviventris [flaviventris Group],Natthaphat Chotjuckdikul,2023-09-10,2023,5.0,21,Asia
554973721,Chukar,Alectoris chukar,Tuvia Kahn,2023-04-05,2023,5.0,21,Asia
582790541,Barred Buttonquail,Turnix suscitator,Sam Hambly,2023-06-09,2023,5.0,21,Asia
593068061,Javan Blue-banded Kingfisher,Alcedo euryzona,Boas Emmanuel,2023-07-08,2023,5.0,21,Asia
610492451,Western Reef-Heron,Egretta gularis,Anonymous,2023-10-28,2023,5.0,21,Asia
612262008,Velvet Scoter,Melanitta fusca,Ogün Aydin,2023-12-14,2023,5.0,21,Asia
612480350,Indian Roller,Coracias benghalensis,Vivek Saggar,2023-12-17,2023,5.0,21,Asia
619282339,Great Spotted Cuckoo,Clamator glandarius,Çağan Abbasoğlu,2024-05-19,2024,5.0,21,Asia
624418353,Common Cuckoo,Cuculus canorus,Abhijit Mishra,2024-10-02,2024,5.0,21,Asia
625872984,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),Woochan Kwon,2024-11-05,2024,5.0,21,Asia
626475504,Black-crested Bulbul,Rubigula flaviventris,Dorian Anderson,2020-01-02,2020,5.0,21,Asia
626818683,Loten's Sunbird,Cinnyris lotenius,Pramod Prabhu,2024-11-28,2024,5.0,21,Asia
626845721,White-bellied Blue Flycatcher,Cyornis pallidipes,Rakesh Das,2022-12-23,2022,5.0,21,Asia
166069861,Indian Silverbill,Euodice malabarica,Ramesh Desai,2019-06-28,2019,5.0,21,Asia
606192931,Snowy Owl,Bubo scandiacus,Zane Shantz,2021-03-08,2021,5.0,32,North America
609000525,Brown Violetear,Colibri delphinae,Claudia Brasileiro,2021-02-15,2021,5.0,65,South America
299883821,Purple Sandpiper,Calidris maritima,Kojo Baidoo,2021-01-18,2021,5.0,33,North America
65914711,Wood Stork,Mycteria americana,Tom Hince,2017-08-12,2017,5.0,33,North America
61065061,Henslow's Sparrow,Centronyx henslowii,Adam Brandemihl,2017-06-13,2017,5.0,33,North America
35436681,Buff-breasted Sandpiper,Calidris subruficollis,Owen Strickland,2016-09-18,2016,5.0,33,North America
107814681,Western Tanager,Piranga ludoviciana,Matthew Pendleton,2018-07-14,2018,5.0,52,North America
278793561,Downy Woodpecker,Dryobates pubescens,Ryan Schain,2020-11-09,2020,5.0,52,North America
560529711,Scaled Antpitta,Grallaria guatimalensis,Jeff Hapeman,2023-04-20,2023,5.0,52,North America
317725091,Black-hooded Sierra Finch,Phrygilus atriceps,Pablo Re,2021-03-07,2021,5.0,68,South America
433019351,White-rumped Sandpiper,Calidris fuscicollis,Mason Maron,2022-03-19,2022,5.0,68,South America
206445,Ruby-crowned Kinglet,Corthylio calendula,Bob McGuire,2015-06-02,2015,5.0,33,North America
349821671,Channel-billed Toucan,Ramphastos vitellinus,Fernando Farias,2021-06-23,2021,5.0,70,South America
311159351,Carolina Wren,Thryothorus ludovicianus,Taylor Sturm,2021-02-24,2021,5.0,33,North America
551647591,Gray-breasted Mountain-Toucan,Andigena hypoglauca,Phil Chaon,2022-11-12,2022,5.0,58,South America
593867601,Northern Bobwhite,Colinus virginianus,Jack Belleghem,2023-07-13,2023,5.0,33,North America
584790581,Ross's Gull,Rhodostethia rosea,Zak Pohlen,2023-05-26,2023,5.0,33,North America
562180551,Austral Pygmy-Owl,Glaucidium nana,Angus Pritchard,2023-03-21,2023,5.0,59,South America
564972061,Orange-collared Manakin,Manacus aurantiacus,Austin Groff,2023-04-17,2023,5.0,33,North America
509361431,Ross's Goose,Anser rossii,Sam Zhang,2022-12-02,2022,5.0,33,North America
210337321,Musician Wren,Cyphorhinus arada,Ivan Sjögren,2017-12-13,2017,5.0,61,South America
41456421,Burrowing Owl,Athene cunicularia,Michiel Oversteegen,2016-11-29,2016,5.0,63,South America
551655731,Imperial Snipe,Gallinago imperialis,Chris Venetz | Ornis Birding Expeditions,2022-12-28,2022,5.0,61,South America
476790581,Colima Pygmy-Owl,Glaucidium palmarum,Dubi Shapiro,2022-04-08,2022,5.0,33,North America
463283381,Bank Swallow,Riparia riparia,Max Kelly,2022-06-28,2022,5.0,33,North America
454366031,Black-throated Green Warbler,Setophaga virens,Alicia Ambers,2022-05-25,2022,5.0,33,North America
351225591,Pin-tailed Whydah,Vidua macroura,Sasha Cahill,2021-06-27,2021,5.0,33,North America
615415496,Rainbow-bearded Thornbill,Chalcostigma herrani,Alexander Montero,2024-02-02,2024,5.0,79,South America
608734836,White-tufted Grebe,Rollandia rolland,Tomas Vasquez,2023-07-06,2023,5.0,80,South America
614128875,Trumpeter Swan,Cygnus buccinator,Andrew Thomas 🦅🪶,2024-01-28,2024,5.0,32,North America
619755085,Northern House Wren,Troglodytes aedon,Brendan Fogarty,2024-05-18,2024,5.0,32,North America
619532249,Violet-green Swallow,Tachycineta thalassina,Les Peterson,2024-05-24,2024,5.0,32,North America
619312043,Red-necked Phalarope,Phalaropus lobatus,Fernando Ortega,2024-05-17,2024,5.0,32,North America
619198470,Blackburnian Warbler,Setophaga fusca,Matthew Addicks,2024-05-09,2024,5.0,32,North America
619110784,Golden-hooded Tanager,Stilpnia larvata,Forest Botial-Jarvis,2024-02-21,2024,5.0,32,North America
618899304,Rose-breasted Grosbeak,Pheucticus ludovicianus,Leo Weiskittel,2024-05-12,2024,5.0,32,North America
618601137,Pied-billed Grebe,Podilymbus podiceps,Alex Leeder,2024-05-06,2024,5.0,32,North America
615633113,Broad-billed Hummingbird,Cynanthus latirostris,Braxton Landsman,2024-03-03,2024,5.0,32,North America
614629054,Merlin,Falco columbarius,Michael Linz,2024-02-09,2024,5.0,32,North America
621188814,Cliff Swallow (pyrrhonota Group),Petrochelidon pyrrhonota [pyrrhonota Group],Aidan Brubaker,2024-06-20,2024,5.0,32,North America
614088872,Wood Thrush,Hylocichla mustelina,Sue&Gary Milks,2024-01-16,2024,5.0,32,North America
611973903,Mexican Duck,Anas diazi,Grigory Heaton,2023-11-18,2023,5.0,32,North America
611708113,Dusky-capped Flycatcher,Myiarchus tuberculifer,Aaron Maizlish,2023-11-29,2023,5.0,32,North America
611558175,Limpkin,Aramus guarauna,Ryan Douglas,2023-11-20,2023,5.0,32,North America
611204881,Hooded Merganser,Lophodytes cucullatus,Seth Konner,2023-11-15,2023,5.0,32,North America
608668422,Great-tailed Grackle,Quiscalus mexicanus,Rajan Rao,2023-04-01,2023,5.0,32,North America
623205937,Rufous-crested Coquette,Lophornis delattrei,Guillermo  Saborío Vega,2024-06-12,2024,5.0,84,South America
231400441,Hooded Visorbearer,Augastes lumachella,Ciro Albano,2020-05-06,2020,5.0,85,South America
620650949,Burrowing Owl (Southern),Athene cunicularia [cunicularia Group],Ariel Cabrera Foix,2024-06-20,2024,5.0,94,South America
608493710,Gilt-edged Tanager,Tangara cyanoventris,Marcos Eugênio Birding Guide,2023-09-02,2023,5.0,96,South America
615307148,Ochre-collared Piculet,Picumnus temminckii,Martjan Lammertink,2024-02-25,2024,5.0,97,South America
393898841,Black-collared Swallow,Pygochelidon melanoleuca,Tyler Ficker,2021-12-02,2021,5.0,172,South America
624754569,Black Vulture,Coragyps atratus,Andrew Simon,2024-05-02,2024,5.0,32,North America
239633081,Golden-fronted Woodpecker,Melanerpes aurifrons,Bryan Calk,2020-05-13,2020,5.0,53,North America
621873305,Atlantic Puffin,Fratercula arctica,Rain Saulnier,2024-07-03,2024,5.0,32,North America
521131491,Purple Sandpiper,Calidris maritima,Brian Stahls,2023-01-06,2023,5.0,53,North America
616180503,Red-winged Blackbird,Agelaius phoeniceus,Alex Cox,2024-03-15,2024,5.0,53,North America
619990289,Bachman's Sparrow,Peucaea aestivalis,Kaysea Bruce,2024-06-01,2024,5.0,53,North America
624184955,Red-necked Phalarope,Phalaropus lobatus,Isaac Polanski,2024-09-24,2024,5.0,32,North America
251029161,Talamanca Hummingbird,Eugenes spectabilis,Pascal De Munck,2019-03-10,2019,5.0,31,North America
248879401,White-throated Sparrow,Zonotrichia albicollis,Peter Hawrylyshyn,2020-07-11,2020,5.0,31,North America
349301941,Allen's Hummingbird,Selasphorus sasin,Alison Davies,2021-06-19,2021,5.0,55,North America
519036681,Snail Kite,Rostrhamus sociabilis,Connor Cochrane,2022-12-27,2022,5.0,55,North America
171612021,Broad-billed Sandpiper,Calidris falcinellus,birol hatinoğlu,2018-08-09,2018,5.0,24,Asia
201588541,Ross's Gull,Rhodostethia rosea,Josep del Hoyo,2019-06-22,2019,5.0,24,Asia
206200931,White-fronted Scops-Owl,Otus sagittatus,Mathieu Bally,2019-01-06,2019,5.0,24,Asia
344878791,Javan Blue-banded Kingfisher,Alcedo euryzona,Leonardus Adi Saktyari,2021-06-02,2021,5.0,24,Asia
378225141,Tickell's Thrush,Turdus unicolor,Arpit Bansal,2015-06-18,2015,5.0,24,Asia
458155991,Eurasian Scops-Owl,Otus scops,Itamar Donitza,2022-06-05,2022,5.0,24,Asia
531332711,Black-breasted Thrush,Turdus dissimilis,Julie Edgley,2023-01-23,2023,5.0,24,Asia
583459801,White-bellied Redstart,Luscinia phaenicuroides,Rajkumar Das,2023-06-04,2023,5.0,24,Asia
323197051,Eastern Bluebird,Sialia sialis,Grace C,2021-04-05,2021,5.0,31,North America
521474511,Lewis's Woodpecker,Melanerpes lewis,Loni Ye,2023-01-07,2023,5.0,31,North America
519262071,Greater Pewee,Contopus pertinax,Noah Brinkman,2023-01-01,2023,5.0,31,North America
501983951,Horned Grebe,Podiceps auritus,Neo Morpheus,2022-11-08,2022,5.0,31,North America
487599421,Nelson's Sparrow,Ammospiza nelsoni,David Wallace,2022-09-25,2022,5.0,31,North America
471332121,Southern Lapwing,Vanellus chilensis,Tammy McQuade,2022-07-30,2022,5.0,31,North America
458637531,Willet,Tringa semipalmata,Liam Huber,2022-06-11,2022,5.0,31,North America
339633911,Scripps's Murrelet,Synthliboramphus scrippsi,Andrew Newmark,2021-05-15,2021,5.0,31,North America
453548041,King Vulture,Sarcoramphus papa,Su Li,2022-05-06,2022,5.0,31,North America
418696011,Thick-billed Murre,Uria lomvia,Ernest Hahn,2022-02-21,2022,5.0,31,North America
399493801,Killdeer,Charadrius vociferus,Katie Warner,2021-12-27,2021,5.0,31,North America
605108411,Tricolored Munia,Lonchura malacca,Sourav Mandal,2023-08-13,2023,5.0,24,Asia
571275511,Ruffed Grouse,Bonasa umbellus,Christian Briand,2023-05-13,2023,5.0,31,North America
478622441,Red Crossbill,Loxia curvirostra,James MacKenzie,2022-08-25,2022,5.0,31,North America
316475711,White-rumped Munia,Lonchura striata,Ian Hearn,2021-03-14,2021,5.0,25,Asia
83211011,Indian Roller,Coracias benghalensis,Peter Arras,2018-01-24,2018,5.0,25,Asia
71411311,Least Auklet,Aethia pusilla,Eric VanderWerf,2015-06-05,2015,5.0,31,North America
86706511,Wilson's Plover,Anarhynchus wilsonia,Melissa James,2015-06-18,2015,5.0,31,North America
627619151,Long-tailed Duck,Clangula hyemalis,SONER SABIRLI,2024-12-16,2024,5.0,24,Asia
614110752,Oriental Darter,Anhinga melanogaster,Andrew Spencer,2023-12-31,2023,5.0,24,Asia
625575312,Blyth's Reed Warbler,Acrocephalus dumetorum,Shashidhar Joshi,2024-10-29,2024,5.0,24,Asia
144333121,Crescent-chested Warbler,Oreothlypis superciliosa,Patrick Van Thull,2019-03-08,2019,5.0,31,North America
586880461,Limpkin,Aramus guarauna,Alex Marine,2023-05-29,2023,5.0,55,North America
616787485,Tree Swallow,Tachycineta bicolor,Alva  Steury,2024-04-01,2024,5.0,55,North America
620824013,Greater Prairie-Chicken,Tympanuchus cupido,Tommy Childers,2024-04-13,2024,5.0,55,North America
173852261,Semipalmated Plover,Charadrius semipalmatus,Kyle Tansley,2019-08-24,2019,5.0,31,North America
545185171,Spotted Towhee,Pipilo maculatus,Tom Fangrow,2023-03-13,2023,5.0,31,North America
558239611,Tufted Titmouse,Baeolophus bicolor,Ben  Lucking,2023-04-15,2023,5.0,31,North America
621206798,Tricolored Heron,Egretta tricolor,Jonathan Casanova,2024-07-06,2024,5.0,31,North America
618943077,Black Hawk-Eagle,Spizaetus tyrannus,Carlos Ulate,2024-05-11,2024,5.0,31,North America
617976787,Piping Plover,Charadrius melodus,Kevin Lin,2024-04-26,2024,5.0,31,North America
613136913,Atlantic Puffin,Fratercula arctica,Lory Cantin,2023-08-18,2023,5.0,31,North America
612207961,Piping Plover,Charadrius melodus,Jedidiah Gray,2023-07-01,2023,5.0,31,North America
577219661,Mourning Warbler,Geothlypis philadelphia,Nick Saunders,2023-05-25,2023,5.0,31,North America
566309221,Black-throated Sparrow,Amphispiza bilineata,Sophie Cameron,2023-04-29,2023,5.0,31,North America
560823251,Eastern Screech-Owl,Megascops asio,jen brumfield,2023-04-21,2023,5.0,31,North America
624793021,Dull-mantled Antbird,Sipia laemosticta,Marc Kramer (Birding by Bus),2024-10-01,2024,5.0,31,North America
627551233,Sinai Rosefinch,Carpodacus synoicus,Yonatan Gordon,2024-12-14,2024,5.0,22,Asia
586751791,Zebra Woodpecker,Meiglyptes tristis,JJ Harrison,2023-06-14,2023,5.0,22,Asia
624663103,Streaked Shearwater,Calonectris leucomelas,Vikram S,2024-10-06,2024,5.0,22,Asia
626377202,Changeable Hawk-Eagle (Crested),Nisaetus cirrhatus cirrhatus/ceylanensis,Lukasz Ifczok,2024-10-10,2024,5.0,22,Asia
627902519,Little Bustard,Tetrax tetrax,בארי אברהמוב,2024-12-19,2024,5.0,22,Asia
206209791,Collared Kingfisher (Oriental),Todiramphus chloris [humii Group],Leslie George,2019-02-22,2019,5.0,22,Asia
628108015,King Eider,Somateria spectabilis,Thomas Ford-Hutchinson,2024-12-27,2024,5.0,31,North America
548692871,White-spectacled Bulbul,Pycnonotus xanthopygos,Wojciech Janecki,2023-02-26,2023,5.0,23,Asia
553725421,Red-crowned Barbet,Psilopogon rafflesii,Soong Ming Wong,2023-03-13,2023,5.0,23,Asia
554138971,Eastern Black-eared Wheatear,Oenanthe melanoleuca,Volker Hesse,2023-03-27,2023,5.0,23,Asia
556196531,Hooded Wheatear,Oenanthe monacha,Kuzey Cem Kulaçoğlu,2023-04-01,2023,5.0,23,Asia
556915671,Thick-billed Lark,Ramphocoris clotbey,Amit Goldstein,2023-04-01,2023,5.0,23,Asia
205716931,Savanna Nightjar,Caprimulgus affinis,Rusman Budi  Prasetyo,2015-05-03,2015,5.0,23,Asia
478161161,Ruff,Calidris pugnax,Jordan Grau,2022-08-23,2022,5.0,23,Asia
191671211,Rote Leaf Warbler,Phylloscopus rotiensis,Tim Avery,2019-11-07,2019,5.0,23,Asia
205668271,Cabot's Tragopan,Tragopan caboti,Chun Fai LO,2017-01-15,2017,5.0,23,Asia
214654451,Sind Woodpecker,Dendrocopos assimilis,Dorna Mojab,2020-02-11,2020,5.0,23,Asia
233309581,Red Spurfowl,Galloperdix spadicea,Aseem Kothiala,2018-11-22,2018,5.0,23,Asia
250275511,Blue-tailed Bee-eater,Merops philippinus,Yeray Seminario,2016-12-07,2016,5.0,23,Asia
351401471,Arabian Waxbill,Estrilda rufibarba,Ibrahim Alshwamin,2021-05-24,2021,5.0,23,Asia
369082811,Pied Bushchat,Saxicola caprata,Robert Hutchinson,2021-09-12,2021,5.0,23,Asia
611064658,Red-winged Parrot,Aprosmictus erythropterus,Elspeth M,2023-08-29,2023,5.0,85,Australia
172672931,Marbled Godwit,Limosa fedoa,Tony Dvorak,2019-08-15,2019,5.0,35,North America
105796241,Purple-crowned Fairy,Heliothryx barroti,Don Danko,2017-12-12,2017,5.0,35,North America
185691161,Festive Coquette,Lophornis chalybeus,Nick Athanas,2019-08-27,2019,5.0,23,South America
224931691,Andean Cock-of-the-rock,Rupicola peruvianus,Carlos Sanchez,2019-11-25,2019,5.0,23,South America
177942031,White-browed Conebill,Conirostrum ferrugineiventre,Alfredo Cornejo,2019-09-11,2019,5.0,23,South America
419863411,Cinnamon Flycatcher,Pyrrhomyias cinnamomeus,Brandon Nidiffer,2022-02-02,2022,5.0,23,South America
423225381,Mountain Avocetbill,Opisthoprora euryptera,Nelson Gustavo Monteros,2022-03-06,2022,5.0,23,South America
507818981,Golden-bellied Starfrontlet,Coeligena bonapartei,Marco Valentini,2022-10-30,2022,5.0,23,South America
616516091,Chatham Albatross,Thalassarche eremita,Pablo Gutiérrez Maier,2024-03-23,2024,5.0,23,South America
185279211,Song Sparrow,Melospiza melodia,Charlotte M,2019-10-31,2019,5.0,35,North America
511871951,Golden-collared Honeycreeper,Iridophanes pulcherrimus,David Hollie,2022-05-29,2022,5.0,22,South America
191832811,Southern Rockhopper Penguin,Eudyptes chrysocome,Pio Marshall,2019-11-28,2019,5.0,22,South America
205792941,Pin-tailed Manakin,Ilicura militaris,Aisse Gaertner,2016-03-31,2016,5.0,22,South America
273919141,Red-breasted Toucan,Ramphastos dicolorus,Caio Brito,2016-05-15,2016,5.0,22,South America
321467011,Russet-backed Oropendola,Psarocolius angustifrons,Alex Luna,2018-04-30,2018,5.0,22,South America
373093721,Atlantic Royal Flycatcher,Onychorhynchus swainsoni,Alex Mesquita,2021-09-20,2021,5.0,22,South America
506539681,Rufous-crested Coquette,Lophornis delattrei,Thibaud Aronson,2022-10-13,2022,5.0,22,South America
611753703,Fuegian Snipe,Gallinago stricklandii,Sergio Bitran,2023-11-24,2023,5.0,22,South America
614525499,Chestnut-breasted Coronet,Boissonneaua matthewsii,David F. Belmonte,2024-01-20,2024,5.0,22,South America
116721931,Hyacinth Macaw,Anodorhynchus hyacinthinus,Luiz Moschini,2018-09-13,2018,5.0,22,South America
516769161,Hyacinth Macaw,Anodorhynchus hyacinthinus,Thomas Galewski,2022-08-01,2022,5.0,22,South America
35706581,Blue Dacnis,Dacnis cayana,Hudson - BirdsRio,2016-09-02,2016,5.0,25,South America
623583885,White-tufted Grebe,Rollandia rolland,Martín  Perez,2024-09-10,2024,5.0,23,South America
400567381,Anhinga,Anhinga anhinga,Tommy Quarles,2021-12-30,2021,5.0,50,North America
518651461,Allen's Hummingbird,Selasphorus sasin,Alex Smilor,2022-12-31,2022,5.0,50,North America
584800491,Wilson's Phalarope,Phalaropus tricolor,Evan Larson,2023-06-14,2023,5.0,50,North America
598292181,Blue Seedeater,Amaurospiza concolor,Leonardo Valverde,2023-07-24,2023,5.0,50,North America
246832101,Northern House Wren,Troglodytes aedon,John Missing,2020-07-01,2020,5.0,50,North America
356783241,Purple Martin,Progne subis,Peter F,2021-07-21,2021,5.0,50,North America
625053749,Red-necked Grebe,Podiceps grisegena,Steve Wickliffe,2024-07-26,2024,5.0,34,North America
620698819,Piping Plover,Charadrius melodus,Ryan Shean,2023-07-21,2023,5.0,34,North America
619893663,Wilson's Warbler (chryseola),Cardellina pusilla chryseola,Michael Long,2024-05-25,2024,5.0,34,North America
613849940,Ring-necked Duck,Aythya collaris,Cadeo Scott Schipper,2024-01-21,2024,5.0,34,North America
121598351,Blue Finch,Rhopospina caerulescens,Tini & Jacob Wijpkema,2018-10-12,2018,5.0,24,South America
122300851,Inca Tern,Larosterna inca,Joshua Covill,2018-11-05,2018,5.0,24,South America
134643371,Helmeted Woodpecker,Celeus galeatus,Alexandre Gualhanone,2018-06-22,2018,5.0,24,South America
182670931,White-bellied Woodstar,Chaetocercus mulsant,Jeff Maw,2019-01-25,2019,5.0,24,South America
204864961,Black-hooded Sunbeam,Aglaeactis pamela,Phillip Edwards,2017-10-31,2017,5.0,24,South America
372794851,Lesser Rhea (Darwin's),Rhea pennata pennata,Michel Gutierrez,2021-07-17,2021,5.0,24,South America
437217371,Brazilian Merganser,Mergus octosetaceus,Rob Jansen - RobJansenphotography.com,2022-04-14,2022,5.0,24,South America
472924181,Des Murs's Wiretail,Sylviorthorhynchus desmursii,Alex Toledo,2019-05-26,2019,5.0,24,South America
599062121,Peruvian Racket-tail,Ocreatus peruanus,Ngoc Sam Thuong Dang,2019-03-08,2019,5.0,24,South America
455766081,Willow Ptarmigan,Lagopus lagopus,Lizabeth Southworth,2022-06-01,2022,5.0,49,North America
470321161,Yellow-breasted Chat,Icteria virens,Shawn Cooper,2022-07-26,2022,5.0,49,North America
337113471,Spruce Grouse,Canachites canadensis,Megan Buers,2021-05-11,2021,5.0,35,North America
627776201,Long-tailed Duck,Clangula hyemalis,Jacob McLaren,2024-12-10,2024,5.0,35,North America
622775663,Atlantic Puffin,Fratercula arctica,Cameron Hunter,2024-07-02,2024,5.0,35,North America
137837341,Magellanic Penguin,Spheniscus magellanicus,Ian Routley,2019-01-14,2019,5.0,21,South America
145541971,Strong-billed Woodcreeper,Xiphocolaptes promeropirhynchus,Ken Chamberlain,2019-02-03,2019,5.0,21,South America
180387841,Crested Eagle,Morphnus guianensis,Victor Castanho,2019-07-05,2019,5.0,21,South America
203173411,Bearded Bellbird,Procnias averano,Vayun Tiwari,2018-08-17,2018,5.0,21,South America
204103741,Neblina Metaltail,Metallura odomae,Ana Vanegas,2019-12-15,2019,5.0,21,South America
460129971,Victoria's Riflebird,Ptiloris victoriae,David Irving,2022-06-06,2022,5.0,95,Australia
181881821,Purple Martin,Progne subis,Reanna Thomas,2019-05-04,2019,5.0,49,North America
393546911,American Black Duck,Anas rubripes,Malcolm Kurtz,2021-12-05,2021,5.0,36,North America
361300751,Wilson's Phalarope,Phalaropus tricolor,Aaron Graham,2021-08-14,2021,5.0,36,North America
339848861,Scarlet Tanager,Piranga olivacea,Kevin Vande Vusse,2021-05-16,2021,5.0,36,North America
120492991,Pin-tailed Whydah,Vidua macroura,Robert Hamilton,2018-10-25,2018,5.0,36,North America
319803371,Blue-winged Mountain Tanager (Blue-winged),Anisognathus somptuosus [somptuosus Group],Andres Vasquez Noboa,2021-03-15,2021,5.0,21,South America
